2.366863905325443732e-02,8.571428571428571508e-02,9.525547445255474477e-01
0.000000000000000000e+00,1.071428571428571369e-01,9.562043795620438491e-01
1.948051948051948007e-02,1.916666666666666796e-01,9.051094890510948954e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
6.329113924050632813e-03,1.465517241379310220e-01,9.343065693430656626e-01
1.796407185628742451e-02,9.345794392523364136e-02,9.525547445255474477e-01
1.851851851851851749e-02,1.339285714285714246e-01,9.343065693430656626e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.818181818181818094e-02,1.100917431192660612e-01,9.452554744525547559e-01
6.060606060606060601e-03,9.174311926605505096e-02,9.598540145985401395e-01
1.796407185628742451e-02,9.345794392523364136e-02,9.525547445255474477e-01
1.973684210526315680e-02,2.049180327868852514e-01,8.978102189781022036e-01
6.711409395973154217e-03,2.079999999999999905e-01,9.014598540145984940e-01
1.796407185628742451e-02,9.345794392523364136e-02,9.525547445255474477e-01
1.204819277108433798e-02,9.259259259259258745e-02,9.562043795620438491e-01
1.886792452830188607e-02,1.565217391304347949e-01,9.233576642335766804e-01
6.535947712418300852e-03,1.818181818181818232e-01,9.160583941605839886e-01
0.000000000000000000e+00,1.452991452991453103e-01,9.379562043795620641e-01
0.000000000000000000e+00,1.379310344827586188e-01,9.416058394160583545e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
6.172839506172839164e-03,1.160714285714285754e-01,9.489051094890510463e-01
6.134969325153374377e-03,1.081081081081081141e-01,9.525547445255474477e-01
1.257861635220125854e-02,1.478260869565217461e-01,9.306569343065693722e-01
6.024096385542168988e-03,8.333333333333332871e-02,9.635036496350365409e-01
1.226993865030674875e-02,1.171171171171171144e-01,9.452554744525547559e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.851851851851851749e-02,1.339285714285714246e-01,9.343065693430656626e-01
6.666666666666667095e-03,2.016129032258064391e-01,9.051094890510948954e-01
1.935483870967742021e-02,1.848739495798319421e-01,9.087591240875911858e-01
1.818181818181818094e-02,1.100917431192660612e-01,9.452554744525547559e-01
6.097560975609756309e-03,1.000000000000000056e-01,9.562043795620438491e-01
7.299270072992700489e-03,2.773722627737226221e-01,8.576642335766423431e-01
1.282051282051282007e-02,1.694915254237288060e-01,9.197080291970802790e-01
2.500000000000000139e-02,1.578947368421052544e-01,9.197080291970802790e-01
2.366863905325443732e-02,8.571428571428571508e-02,9.525547445255474477e-01
1.234567901234567833e-02,1.250000000000000000e-01,9.416058394160583545e-01
6.097560975609756309e-03,1.000000000000000056e-01,9.562043795620438491e-01
6.172839506172839164e-03,1.160714285714285754e-01,9.489051094890510463e-01
1.212121212121212120e-02,1.009174311926605561e-01,9.525547445255474477e-01
1.818181818181818094e-02,1.100917431192660612e-01,9.452554744525547559e-01
1.197604790419161749e-02,8.411214953271027583e-02,9.598540145985401395e-01
1.204819277108433798e-02,9.259259259259258745e-02,9.562043795620438491e-01
0.000000000000000000e+00,9.909909909909909997e-02,9.598540145985401395e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.204819277108433798e-02,9.259259259259258745e-02,9.562043795620438491e-01
2.380952380952380820e-02,9.433962264150944077e-02,9.489051094890510463e-01
6.756756756756757132e-03,2.142857142857142738e-01,8.978102189781022036e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
6.369426751592357008e-03,1.538461538461538547e-01,9.306569343065693722e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
1.315789473684210453e-02,1.967213114754098324e-01,9.051094890510948954e-01
2.409638554216867595e-02,1.111111111111111049e-01,9.416058394160583545e-01
1.851851851851851749e-02,1.339285714285714246e-01,9.343065693430656626e-01
6.250000000000000347e-03,1.315789473684210453e-01,9.416058394160583545e-01
2.409638554216867595e-02,1.111111111111111049e-01,9.416058394160583545e-01
1.212121212121212120e-02,1.009174311926605561e-01,9.525547445255474477e-01
2.395209580838323499e-02,1.028037383177570069e-01,9.452554744525547559e-01
6.211180124223602064e-03,1.238938053097345116e-01,9.452554744525547559e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.785714285714285615e-02,8.490566037735848559e-02,9.562043795620438491e-01
1.197604790419161749e-02,8.411214953271027583e-02,9.598540145985401395e-01
0.000000000000000000e+00,1.228070175438596423e-01,9.489051094890510463e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
6.060606060606060601e-03,9.174311926605505096e-02,9.598540145985401395e-01
2.380952380952380820e-02,9.433962264150944077e-02,9.489051094890510463e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
6.134969325153374377e-03,1.081081081081081141e-01,9.525547445255474477e-01
1.242236024844720413e-02,1.327433628318584191e-01,9.379562043795620641e-01
1.242236024844720413e-02,1.327433628318584191e-01,9.379562043795620641e-01
2.366863905325443732e-02,8.571428571428571508e-02,9.525547445255474477e-01
6.250000000000000347e-03,1.315789473684210453e-01,9.416058394160583545e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
0.000000000000000000e+00,1.666666666666666574e-01,9.270072992700729708e-01
6.289308176100629269e-03,1.391304347826086973e-01,9.379562043795620641e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.226993865030674875e-02,1.171171171171171144e-01,9.452554744525547559e-01
1.197604790419161749e-02,8.411214953271027583e-02,9.598540145985401395e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.840490797546012400e-02,1.261261261261261146e-01,9.379562043795620641e-01
1.785714285714285615e-02,8.490566037735848559e-02,9.562043795620438491e-01
1.818181818181818094e-02,1.100917431192660612e-01,9.452554744525547559e-01
1.898734177215189931e-02,1.637931034482758563e-01,9.197080291970802790e-01
0.000000000000000000e+00,1.071428571428571369e-01,9.562043795620438491e-01
0.000000000000000000e+00,1.596638655462184753e-01,9.306569343065693722e-01
0.000000000000000000e+00,1.304347826086956486e-01,9.452554744525547559e-01
1.818181818181818094e-02,1.100917431192660612e-01,9.452554744525547559e-01
2.395209580838323499e-02,1.028037383177570069e-01,9.452554744525547559e-01
0.000000000000000000e+00,2.187500000000000000e-01,8.978102189781022036e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.234567901234567833e-02,1.250000000000000000e-01,9.416058394160583545e-01
6.172839506172839164e-03,1.160714285714285754e-01,9.489051094890510463e-01
6.060606060606060601e-03,9.174311926605505096e-02,9.598540145985401395e-01
6.024096385542168988e-03,8.333333333333332871e-02,9.635036496350365409e-01
0.000000000000000000e+00,1.304347826086956486e-01,9.452554744525547559e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.290322580645161289e-02,1.764705882352941291e-01,9.160583941605839886e-01
1.840490797546012400e-02,1.261261261261261146e-01,9.379562043795620641e-01
1.242236024844720413e-02,1.327433628318584191e-01,9.379562043795620641e-01
1.935483870967742021e-02,1.848739495798319421e-01,9.087591240875911858e-01
6.134969325153374377e-03,1.081081081081081141e-01,9.525547445255474477e-01
1.840490797546012400e-02,1.261261261261261146e-01,9.379562043795620641e-01
1.212121212121212120e-02,1.009174311926605561e-01,9.525547445255474477e-01
1.290322580645161289e-02,1.764705882352941291e-01,9.160583941605839886e-01
0.000000000000000000e+00,1.304347826086956486e-01,9.452554744525547559e-01
2.409638554216867595e-02,1.111111111111111049e-01,9.416058394160583545e-01
1.234567901234567833e-02,1.250000000000000000e-01,9.416058394160583545e-01
1.796407185628742451e-02,9.345794392523364136e-02,9.525547445255474477e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.796407185628742451e-02,9.345794392523364136e-02,9.525547445255474477e-01
1.840490797546012400e-02,1.261261261261261146e-01,9.379562043795620641e-01
1.265822784810126563e-02,1.551724137931034531e-01,9.270072992700729708e-01
6.134969325153374377e-03,1.081081081081081141e-01,9.525547445255474477e-01
6.289308176100629269e-03,1.391304347826086973e-01,9.379562043795620641e-01
6.060606060606060601e-03,9.174311926605505096e-02,9.598540145985401395e-01
0.000000000000000000e+00,3.288590604026845887e-01,8.211678832116788840e-01
1.840490797546012400e-02,1.261261261261261146e-01,9.379562043795620641e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
1.863354037267080793e-02,1.415929203539822989e-01,9.306569343065693722e-01
0.000000000000000000e+00,1.735537190082644676e-01,9.233576642335766804e-01
1.204819277108433798e-02,9.259259259259258745e-02,9.562043795620438491e-01
0.000000000000000000e+00,1.150442477876106179e-01,9.525547445255474477e-01
1.234567901234567833e-02,1.250000000000000000e-01,9.416058394160583545e-01
1.257861635220125854e-02,1.478260869565217461e-01,9.306569343065693722e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.874999999999999931e-02,1.491228070175438514e-01,9.270072992700729708e-01
1.840490797546012400e-02,1.261261261261261146e-01,9.379562043795620641e-01
0.000000000000000000e+00,1.735537190082644676e-01,9.233576642335766804e-01
1.829268292682926719e-02,1.181818181818181795e-01,9.416058394160583545e-01
1.219512195121951262e-02,1.090909090909090856e-01,9.489051094890510463e-01
1.863354037267080793e-02,1.415929203539822989e-01,9.306569343065693722e-01
1.863354037267080793e-02,1.415929203539822989e-01,9.306569343065693722e-01
1.204819277108433798e-02,9.259259259259258745e-02,9.562043795620438491e-01
1.807228915662650523e-02,1.018518518518518462e-01,9.489051094890510463e-01
6.622516556291390723e-03,1.951219512195122019e-01,9.087591240875911858e-01
1.212121212121212120e-02,1.009174311926605561e-01,9.525547445255474477e-01
2.366863905325443732e-02,8.571428571428571508e-02,9.525547445255474477e-01
2.424242424242424240e-02,1.192660550458715663e-01,9.379562043795620641e-01
6.211180124223602064e-03,1.238938053097345116e-01,9.452554744525547559e-01
1.851851851851851749e-02,1.339285714285714246e-01,9.343065693430656626e-01
6.329113924050632813e-03,1.465517241379310220e-01,9.343065693430656626e-01
6.369426751592357008e-03,1.538461538461538547e-01,9.306569343065693722e-01
1.818181818181818094e-02,1.100917431192660612e-01,9.452554744525547559e-01
1.197604790419161749e-02,8.411214953271027583e-02,9.598540145985401395e-01
1.796407185628742451e-02,9.345794392523364136e-02,9.525547445255474477e-01
6.134969325153374377e-03,1.081081081081081141e-01,9.525547445255474477e-01
6.666666666666667095e-03,2.016129032258064391e-01,9.051094890510948954e-01
2.380952380952380820e-02,9.433962264150944077e-02,9.489051094890510463e-01
